replicate,scenario,parameter,truth_irr,posterior_median_irr,posterior_lower_95,posterior_upper_95,bias_irr,relative_bias_percent,squared_error_irr,interval_width,truth_covered_by_95_interval,r_hat,ess_bulk,ess_tail
8,baseline_rate_3_4_kappa_4,primary_rurality_metro_other,1.12,1.0506656853267715,0.7423527219071651,1.4560644328854393,-0.0693343146732285,-6.190563810109695,0.0048072471912062,0.7137117109782742,True,1.0159566952890873,300.5688756171569,654.2100686781283
8,baseline_rate_3_4_kappa_4,primary_rurality_nonmetro_adjacent,1.27,1.0282524459610365,0.6827193911436024,1.5931933385367512,-0.2417475540389637,-19.035240475508957,0.0584418798838217,0.9104739473931488,True,1.0177259891032768,194.46305675411784,350.8813181914654
8,baseline_rate_3_4_kappa_4,primary_rurality_nonmetro_nonadjacent,1.23,1.0211674079149482,0.6668864920321766,1.5625869135213228,-0.2088325920850517,-16.978259519109905,0.0436110515169616,0.8957004214891462,True,1.0304385395332334,173.111272498955,391.9065817764461
8,baseline_rate_3_4_kappa_4,svi_quartile_Q2,1.1,1.1235659387048085,0.8138597272917841,1.4822049659848624,0.0235659387048083,2.14235806407348,0.0005553534670387,0.6683452386930783,True,1.0019816224054003,361.446293524834,825.942271863172
8,baseline_rate_3_4_kappa_4,svi_quartile_Q3,1.25,1.236434634329593,0.9149613785997304,1.6638147952971627,-0.0135653656704068,-1.085229253632547,0.0001840191457718,0.7488534166974323,True,1.013415591929272,265.7013064685732,627.2177568973071
8,baseline_rate_3_4_kappa_4,svi_quartile_Q4_highest,1.43,1.4540206454659788,1.0251204432215222,2.155630519286796,0.0240206454659788,1.6797654172013177,0.0005769914086022,1.130510076065274,True,1.0246870890127746,198.6366341521975,283.2079155350972
9,baseline_rate_3_4_kappa_10,primary_rurality_metro_other,1.12,1.650795099669772,1.2758567932339402,2.1039635470681826,0.5307950996697719,47.39241961337248,0.2817434378334431,0.8281067538342424,False,1.0104970517979652,271.8363009530356,729.166774982567
9,baseline_rate_3_4_kappa_10,primary_rurality_nonmetro_adjacent,1.27,2.2856883076984573,1.6209369715306308,3.200279628550928,1.0156883076984573,79.97545729909112,1.031622738395356,1.579342657020297,False,1.0250779819759992,171.3591840623642,382.4543945845489
9,baseline_rate_3_4_kappa_10,primary_rurality_nonmetro_nonadjacent,1.23,1.347901740917695,0.9111190601044076,1.989206996016071,0.117901740917695,9.585507391682512,0.0139008205114232,1.0780879359116633,True,1.0126484674282292,162.9926566843121,299.6398627001937
9,baseline_rate_3_4_kappa_10,svi_quartile_Q2,1.1,1.0736859036251496,0.8399733499201796,1.3972474202034135,-0.0263140963748504,-2.392190579531861,0.0006924316680249,0.5572740702832342,True,1.0136555907298834,394.1268121139552,731.295528133614
9,baseline_rate_3_4_kappa_10,svi_quartile_Q3,1.25,1.041361466850144,0.8249443066481976,1.30580348590351,-0.2086385331498559,-16.691082651988477,0.0435300375149235,0.4808591792553123,True,1.0046182817083102,330.7271843350792,633.3776687049686
